archivo_origen,anio,mes,entidad,sexo,modalidad,sector,personas
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2884
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2857
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2841
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2838
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2790
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2769
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sonora,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2745
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2727
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,2724
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Oaxaca,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2696
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Michoacan,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2693
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2678
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,2664
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,2657
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2623
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2622
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2561
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,2558
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chiapas,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2554
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,2544
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2541
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2540
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2538
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2528
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Sinaloa,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2512
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Chihuahua,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2511
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,2510
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2456
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,2442
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2437
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2433
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Puebla,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2413
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2389
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,2351
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2335
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2313
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2309
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,2285
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2275
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2265
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2253
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tamaulipas,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,2249
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2230
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Coahuila,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2179
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Todos Los Segs. Prest. y Servs. Con Subrog. del Seg.de Salud,Organismo Descentralizado,2177
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,2159
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2139
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2129
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2111
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2094
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2087
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,2041
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2022
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,2004
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Queretaro,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1975
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1969
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1964
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,H,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,1951
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1951
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1950
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Veracruz,M,Todos Los Seguros Prestaciones y Servicios,Gobierno Estatal,1925
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nuevo Leon,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1905
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Morelos,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1897
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,H,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,1838
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Nayarit,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1818
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1796
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1765
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,H,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,1750
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,1746
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1744
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Jalisco,M,Todos Los Seguros Prestaciones y Servicios,Poderes Legislativo y Judicial,1737
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1721
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1652
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1627
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guerrero,M,Seguro de Salud (solo Servicio Medico),Gobierno Estatal,1627
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,San Luis Potosi,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1625
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Yucatan,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1624
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,H,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,1614
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Ciudad de Mexico,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,1599
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1588
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,M,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,1576
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Baja California Sur,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1560
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,1516
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,1514
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Seguro de Salud (solo Servicio Medico),Organismo Descentralizado,1497
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,1493
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Durango,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,1489
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1470
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1466
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Entidad Desconocida,M,Todos Los Seguros Prestaciones y Servicios,Organismo Autonomo,1464
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1452
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tlaxcala,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1444
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Guanajuato,H,Solo Serv. Med. a Pens. Directos Con Cargo a Otras Entid.,Organismo Descentralizado,1435
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Quintana Roo,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1425
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Zacatecas,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1404
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1377
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Tabasco,M,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1371
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,M,Servicio Medico del Seguro de Salud y Sar,Gobierno Estatal,1371
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Mexico,H,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,1357
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Seguros Prestaciones y Servicios,Dependencia Federal,1256
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Hidalgo,M,Todos Los Seguros Prestaciones y Servicios,Poder Judicial,1243
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Aguascalientes,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1216
issste_derechohabientes__Padrón_de_Derechohabientes_Activos__julio__2__agregado.csv,2026,7,Campeche,H,Todos Los Seguros Prestaciones y Servicios,Organo Desconcentrado,1213
